Scientific Name,Species,Genus,Family,Order,Class,Phylum,Kingdom,Habitat,Behavior,Diet,Lifespan,Size,Conservation Status
Canis lupus,Canis lupus,Canis,Canidae,Carnivora,Mammalia,Chordata,Animalia,"Forests, tundra, deserts","Social, pack animals","Carnivorous, ungulates, small mammals","6-8 years in the wild, longer in captivity",1-1.6 m long,Least Concern
