Scientific Name,Species,Genus,Family,Order,Class,Phylum,Kingdom,Habitat,Behavior,Diet,Lifespan,Size,Conservation Status
Equus ferus caballus,Equus ferus caballus,Equus,Equidae,Perissodactyla,Mammalia,Chordata,Animalia,"Domestic environments, grasslands","Social, live in herds","Herbivorous, grasses, hay",25-30 years,1.4-1.8 m tall,"Domesticated species, not threatened"
