Scientific Name,Species,Genus,Family,Order,Class,Phylum,Kingdom,Habitat,Behavior,Diet,Lifespan,Size,Conservation Status
Erethizon dorsatum,Erethizon dorsatum,Erethizon,Erethizontidae,Rodentia,Mammalia,Chordata,Animalia,"Forest, shrubland, grassland","Nocturnal, solitary","Herbivorous, leaves, fruits",5-18 years,60-90 cm,Least Concern
